id,manual_1_X,manual_1_Y,manual_2_X,manual_2_Y,manual_3_X,manual_3_Y,manual_4_X,manual_4_Y,manual_5_X,manual_5_Y,Gender,Race,Age
04532,325.419,362.281,486.384,369.228,401.812,484.995,329.716,507.545,455.197,516.014,1,0,2
09083,147.052,128.847,192.564,111.470,197.115,159.050,151.189,199.184,191.736,188.426,1,0,2
09096,214.822,189.060,266.989,169.739,275.362,219.974,204.517,252.176,236.719,248.956,0,0,1
04527,607.519,621.731,998.156,614.641,827.155,813.708,697.946,1074.520,961.138,1059.170,0,0,0
10498,113.232,127.916,152.461,120.364,129.175,139.454,124.770,168.614,148.055,162.530,1,0,2
00601,41.014,42.176,54.180,43.983,43.209,51.211,40.111,58.956,51.986,59.601,1,0,3
00614,691.473,697.334,1108.800,703.196,901.311,909.517,753.604,1140.460,1024.400,1159.210,0,2,1
03814,49.233,48.371,65.105,50.832,54.031,55.877,47.633,64.982,61.747,66.362,1,0,3
11469,111.074,110.670,147.160,121.355,113.896,135.669,102.002,153.611,133.451,160.667,0,0,2
03801,372.483,399.229,495.661,391.474,422.812,473.961,416.121,537.977,517.913,543.640,0,2,0
12191,84.444,87.583,109.294,86.014,103.016,99.877,87.845,116.880,110.408,115.111,1,1,2
12184,215.529,234.325,276.453,225.251,229.140,257.657,226.547,311.451,269.972,303.026,1,0,2
02308,160.173,164.625,223.619,166.295,192.452,199.131,157.390,218.610,215.827,223.063,1,0,2
08072,218.885,224.264,293.530,226.954,256.544,258.561,214.177,296.220,287.478,302.945,1,1,2
08067,126.193,132.496,177.414,134.605,150.991,169.797,134.478,191.585,165.100,192.941,1,0,2
00449,115.973,106.886,185.905,124.270,141.259,161.804,101.749,161.409,168.916,174.842,1,1,1
07282,321.296,346.201,440.038,349.009,384.180,413.609,335.906,477.742,426.823,477.066,1,0,2
07297,133.663,148.094,186.577,142.778,172.906,179.488,139.740,205.818,172.906,204.299,1,0,2
02140,97.909,104.838,134.420,102.860,121.865,131.598,95.686,137.954,132.851,134.068,0,0,3
02155,94.468,99.126,136.079,91.674,106.889,134.526,112.789,153.158,145.084,152.226,1,0,2
06273,218.994,227.068,297.869,242.594,273.648,291.038,214.124,332.434,273.648,341.965,1,0,3
06266,66.219,71.769,89.900,70.124,73.682,79.410,68.830,100.065,89.900,97.477,1,0,1
11621,96.897,103.271,122.103,97.766,105.009,123.262,106.748,143.252,124.710,140.935,1,0,2
09926,297.543,323.145,430.942,325.622,368.540,409.641,306.682,481.916,414.069,481.671,1,2,2
09933,187.667,267.618,268.304,225.755,236.735,275.853,229.186,327.324,289.235,300.902,0,1,0
11634,213.169,230.127,295.592,217.507,283.761,253.394,247.479,320.831,308.211,305.845,0,2,2
10099,706.068,714.355,953.005,754.179,826.089,865.082,689.869,992.370,886.805,1029.950,0,0,0
00215,396.592,404.248,540.828,413.126,473.494,518.770,386.778,568.599,519.931,571.011,1,0,2
00200,159.415,167.839,225.400,171.637,195.012,201.557,164.625,241.762,211.375,242.697,1,2,2
01909,137.542,150.197,184.434,139.074,180.446,174.963,149.367,202.560,192.108,193.751,0,0,2
09497,438.994,495.216,613.014,457.199,552.508,573.926,510.744,679.944,610.336,658.526,1,0,1
04126,43.859,45.010,58.060,46.546,50.514,54.236,43.091,59.212,56.397,59.979,0,2,2
04133,40.612,41.920,53.816,42.158,49.652,48.939,40.374,54.291,52.626,55.243,1,0,3
09482,465.521,525.923,668.299,497.160,537.428,592.077,501.474,738.768,646.727,721.510,1,0,2
08466,787.131,883.382,901.792,884.620,842.024,964.879,796.360,1035.380,896.492,1031.830,0,0,0
02709,44.116,51.579,68.024,46.880,51.855,69.406,54.481,78.941,74.795,72.584,0,0,3
08473,198.834,218.607,292.989,223.688,241.800,282.991,200.268,310.463,264.549,314.136,1,0,1
11068,482.405,370.297,510.432,551.649,428.000,442.838,319.189,419.757,343.919,550.000,2,0,0
07696,216.094,256.019,311.913,222.083,248.533,283.966,256.019,336.866,336.866,320.397,1,0,2
07683,298.127,291.900,416.765,309.152,336.776,388.233,291.010,421.782,385.148,440.309,1,0,3
00048,105.231,112.793,137.393,109.087,129.891,126.603,113.451,149.948,141.071,146.989,1,0,2
05872,369.798,421.337,506.775,413.037,469.106,501.024,383.827,582.944,481.670,573.439,1,0,3
05867,517.000,479.000,779.000,549.000,551.000,655.000,495.000,819.000,635.000,865.000,2,0,1
06667,77.554,82.692,110.180,79.867,89.115,95.023,80.637,111.721,106.840,108.382,0,1,1
06672,491.723,575.147,717.884,547.914,629.519,655.237,516.798,773.540,722.024,739.485,2,0,0
04883,112.026,120.285,161.516,124.933,132.911,150.683,114.832,171.468,152.217,174.675,1,0,2
11235,95.880,102.537,130.201,103.314,107.137,121.035,95.432,138.501,124.431,140.598,1,0,1
11220,259.900,273.570,360.643,275.247,311.327,331.499,269.338,379.211,345.551,380.861,1,0,2
04896,68.525,71.901,94.614,71.287,81.184,82.671,72.873,96.207,90.010,95.535,0,0,1
02554,67.600,67.864,89.271,69.450,78.415,84.839,63.680,90.450,86.437,92.180,0,0,3
10929,107.611,111.274,130.110,107.088,136.128,130.634,108.643,156.179,129.195,152.348,1,0,2
02541,158.289,168.900,213.163,167.242,187.195,198.256,162.658,231.662,214.385,228.712,0,0,2
00208,47.965,51.844,64.589,49.489,57.247,61.680,52.952,71.101,63.758,69.715,0,0,2
10091,83.132,88.494,113.534,86.391,89.431,103.620,89.971,122.460,110.019,121.930,0,0,1
10084,364.386,440.035,506.228,403.561,429.228,517.035,433.281,587.281,522.439,571.070,1,2,2
01914,262.620,289.692,388.850,291.389,341.304,368.604,258.079,409.407,386.379,412.022,0,0,2
01901,99.848,102.286,139.546,103.358,110.275,131.712,99.588,143.743,136.483,147.855,1,0,2
02701,141.069,156.129,192.834,151.833,169.740,189.729,153.048,212.353,197.271,205.716,0,0,3
02714,109.472,121.047,149.157,112.780,136.666,136.328,115.585,158.956,152.461,150.706,2,0,0
06432,172.402,181.298,229.955,180.547,184.928,212.514,173.624,252.481,225.003,252.798,0,0,2
06427,236.817,261.565,355.795,259.983,297.224,334.040,234.728,372.022,358.477,368.641,1,0,2
11060,135.620,127.412,176.663,129.874,154.090,161.477,135.210,181.588,166.813,182.820,0,0,2
11075,349.194,297.245,479.766,335.154,458.706,427.818,321.114,499.422,417.990,509.250,1,0,2
04373,573.967,651.097,787.728,596.004,739.246,698.477,675.338,848.330,813.070,798.746,1,0,0
04366,100.000,111.449,150.735,117.959,122.673,132.102,99.243,146.739,138.191,150.799,2,0,0
00040,28.229,28.375,45.064,31.303,36.427,31.596,28.814,42.136,40.379,43.746,0,1,0
00055,68.132,69.741,89.397,70.316,76.293,81.466,65.832,92.386,87.213,94.225,1,0,2
11228,34.657,36.829,43.343,36.138,38.704,41.764,36.434,48.574,43.244,48.377,1,0,3
08633,225.497,257.116,305.177,219.805,259.234,281.147,264.705,345.018,348.812,310.236,0,0,2
10934,80.452,83.216,110.782,85.310,98.596,105.989,81.234,120.504,104.394,121.195,1,0,2
02549,43.128,42.588,58.071,51.950,44.029,54.651,38.987,59.332,51.770,66.533,0,1,1
05382,75.410,92.952,104.133,85.819,82.349,109.723,86.398,120.711,116.277,112.036,0,0,2
05397,361.121,376.284,573.402,382.918,493.797,481.477,396.185,577.193,538.338,578.141,1,0,1
10921,38.358,42.154,47.135,41.442,34.563,49.270,39.307,58.283,46.779,56.504,0,0,4
08626,88.897,98.076,119.772,101.692,98.354,118.381,90.844,129.786,115.878,132.567,1,0,1
00609,238.216,253.867,334.682,241.333,273.040,316.483,259.767,354.301,358.307,339.881,1,0,3
10485,88.479,101.962,123.631,92.813,107.420,125.718,103.086,139.522,128.928,132.781,0,0,2
10490,110.610,114.606,151.258,113.737,126.765,130.587,115.648,152.474,146.047,152.127,1,0,1
06026,117.429,128.046,161.407,128.186,133.407,145.271,115.610,177.542,159.983,178.729,1,2,1
06033,469.058,517.922,681.673,525.348,579.415,624.397,502.526,739.706,652.034,743.099,1,0,2
11474,151.872,173.093,197.512,166.116,156.233,192.860,149.837,223.093,194.314,224.547,0,0,2
03809,197.084,214.952,269.850,200.570,256.616,258.452,204.582,286.361,276.405,274.475,0,0,2
11461,277.278,297.754,404.272,295.594,328.875,374.361,294.586,432.345,386.425,431.592,1,2,2
02315,388.879,432.268,475.658,354.693,499.325,421.750,441.472,528.252,526.937,446.732,1,0,3
02300,314.133,343.556,413.267,343.410,334.723,417.101,351.427,476.252,435.025,455.639,1,0,3
12199,495.210,533.650,704.148,535.650,593.606,638.543,516.371,766.333,677.863,771.950,0,0,3
00454,221.911,242.603,306.066,240.771,264.927,288.500,226.417,326.000,302.660,323.692,1,1,2
00441,189.615,209.054,263.056,202.978,228.057,255.728,200.464,279.668,268.578,272.256,1,0,2
06983,63.152,70.295,92.478,71.564,76.393,84.590,66.137,103.242,88.138,101.974,0,2,1
06996,149.344,161.888,212.957,164.092,180.768,202.023,155.859,237.115,199.256,237.692,1,0,2
04767,199.976,239.647,318.990,190.058,210.514,250.185,226.010,350.603,333.247,330.147,1,0,2
04772,124.428,134.179,170.361,132.896,147.779,163.176,128.534,186.783,169.847,185.757,0,0,4
07972,211.276,225.412,293.148,224.823,238.959,273.711,225.412,317.886,283.135,318.476,1,0,1
07967,190.440,213.693,267.721,208.222,228.739,243.100,199.331,283.451,266.353,276.612,0,0,1
05796,96.210,98.105,120.132,97.632,98.816,119.658,99.763,134.816,122.026,135.763,1,0,1
08227,311.209,341.198,432.106,333.701,383.372,406.802,333.701,463.033,434.917,448.975,1,0,2
08232,392.696,448.391,553.391,437.435,475.783,506.826,421.000,578.043,539.696,570.739,2,0,0
05783,160.390,170.017,220.833,168.226,191.906,217.216,163.077,229.788,217.475,228.669,0,0,3
02148,69.636,78.102,95.259,76.145,81.268,91.397,76.215,103.865,97.543,102.562,0,2,0
11629,60.228,63.744,81.698,64.670,71.518,73.554,64.670,87.250,78.366,87.991,0,0,2
10341,112.727,111.680,152.061,113.773,135.532,132.185,112.936,157.292,141.809,157.292,1,0,2
10354,462.420,495.882,649.102,492.360,555.761,624.446,480.032,700.175,631.490,703.697,0,0,2
07713,149.520,164.987,207.996,163.504,199.945,195.284,151.215,235.328,202.488,235.328,1,0,2
07706,48.059,50.406,63.575,50.917,57.552,60.002,48.671,65.310,61.125,65.718,0,0,3
03420,287.626,307.647,386.955,300.304,335.763,353.986,297.967,399.881,383.812,397.580,2,0,0
03435,207.518,192.716,263.905,201.879,247.694,233.597,203.289,270.248,238.531,277.297,0,0,2
11848,64.203,72.072,89.880,67.701,83.479,84.941,71.145,98.692,90.330,94.708,0,0,2
04906,297.453,338.043,419.485,310.132,372.388,396.025,305.000,457.000,468.032,418.387,0,0,3
04913,151.498,166.521,212.857,164.942,182.491,190.992,156.645,221.936,210.416,218.518,0,1,0
01129,50.516,53.912,70.040,51.648,58.172,61.815,52.796,70.685,70.889,70.606,1,0,1
03668,283.323,313.975,434.164,318.008,364.793,403.511,291.389,427.711,423.677,430.130,1,0,1
09512,336.032,343.540,438.143,346.849,441.475,432.145,358.844,499.449,433.478,479.458,1,0,2
09507,562.821,613.554,786.421,607.917,654.892,726.293,590.669,876.317,765.752,880.371,0,0,4
01899,111.563,122.262,153.342,118.186,135.518,140.850,125.529,179.639,150.377,177.322,1,1,2
00390,44.378,46.946,60.459,47.622,52.892,54.514,44.243,62.486,58.297,62.351,1,0,2
00385,307.344,361.761,441.370,306.337,416.177,411.139,379.900,504.856,505.864,447.416,0,1,4
10109,109.135,116.211,151.228,110.586,124.194,144.152,118.207,164.835,151.772,161.751,1,2,2
01361,138.653,154.475,192.448,150.994,161.437,174.411,142.450,216.182,190.866,212.701,1,1,2
01374,474.076,489.651,634.653,490.297,549.068,585.294,479.922,676.532,617.717,671.491,1,0,4
05052,37.390,38.317,46.918,39.463,43.080,45.198,36.464,50.667,44.007,50.667,1,0,2
02699,76.229,95.635,97.552,74.313,98.031,99.708,98.510,112.167,119.115,91.802,0,0,3
05047,283.275,310.287,396.955,308.150,349.295,387.871,312.988,468.307,373.765,458.853,1,0,2
00868,87.334,99.157,127.356,91.393,110.250,112.582,92.423,137.585,130.346,132.328,1,0,4
03034,351.653,378.523,483.316,378.523,408.135,472.289,368.116,502.814,490.034,496.751,1,0,2
03021,289.300,304.083,393.082,309.193,342.229,360.438,286.957,417.783,379.894,423.502,1,0,1
08852,284.859,310.179,391.472,307.514,334.167,375.480,294.671,426.005,375.480,428.787,0,0,4
10755,115.635,151.008,112.796,107.556,130.264,130.701,151.519,143.413,150.643,124.132,2,1,0
10740,373.085,474.693,368.792,350.187,441.777,414.587,504.746,450.364,503.314,361.636,1,0,2
08847,80.130,87.181,101.675,87.181,78.563,104.809,81.697,123.220,97.758,122.437,1,0,2
07307,76.881,82.134,104.110,83.792,81.857,96.094,76.992,116.530,100.724,118.366,0,2,2
07312,224.999,254.718,317.135,249.907,288.068,300.145,242.818,360.054,314.624,355.636,1,0,2
01528,63.705,66.626,88.963,68.783,74.379,80.627,60.741,90.112,87.396,92.203,1,0,2
12249,82.578,82.119,104.869,81.200,94.298,89.013,86.255,102.801,100.273,103.030,1,0,2
00784,273.316,315.610,386.100,303.738,331.192,368.292,290.382,421.716,403.166,407.618,0,0,3
00791,54.180,68.424,75.784,59.403,66.643,68.944,62.711,83.956,76.022,78.396,2,0,1
02960,64.906,73.531,93.042,69.431,69.007,74.238,62.927,97.142,92.618,95.022,1,0,3
02975,258.372,282.754,365.151,279.744,312.449,331.274,265.356,378.542,363.839,375.391,0,0,1
10508,49.131,53.029,58.004,50.878,49.534,59.214,51.819,67.280,59.483,65.533,1,0,3
09106,96.496,102.111,132.372,102.412,110.571,116.429,96.269,136.802,130.481,136.171,1,0,2
03269,59.114,66.595,77.584,61.803,65.179,73.472,62.416,87.486,80.519,83.786,0,0,2
09113,160.467,142.121,190.103,156.234,180.224,170.816,146.826,179.283,172.227,190.103,1,0,2
05446,73.099,74.311,100.969,79.562,88.448,92.285,66.244,96.831,91.679,102.383,1,0,2
02298,127.090,128.267,180.329,131.796,147.627,166.828,118.389,172.938,170.320,178.611,1,0,2
05453,423.850,450.085,598.237,454.715,495.766,567.493,431.566,624.472,588.977,630.645,1,0,2
12014,219.574,191.332,275.446,173.526,274.525,214.049,247.203,262.860,284.963,250.273,0,0,3
12001,40.680,41.207,51.483,42.208,44.158,46.582,40.206,53.591,48.268,54.697,1,2,2
01775,44.792,53.310,59.972,53.638,52.655,61.719,45.775,66.525,57.897,66.962,1,0,3
01760,69.856,74.053,92.441,74.253,88.144,88.644,69.256,106.432,88.444,101.135,0,0,3
03991,40.168,41.339,52.302,44.213,47.406,48.577,38.678,53.579,49.109,55.602,1,0,3
03984,92.906,110.816,136.738,114.115,111.758,136.266,95.262,151.820,129.668,152.762,0,0,2
10187,312.637,356.403,435.239,346.164,386.526,406.011,336.422,482.560,426.888,476.993,1,2,1
10192,87.924,104.088,122.406,94.389,112.708,114.145,104.447,140.007,128.153,132.823,1,0,2
01802,43.965,43.390,60.059,46.408,54.311,53.161,42.240,58.909,55.604,62.070,1,0,2
01817,269.093,265.465,373.215,284.967,321.664,357.488,242.154,363.604,330.402,374.089,0,0,3
09589,127.951,131.223,174.433,143.745,154.065,160.800,120.969,177.262,159.228,185.814,1,0,2
04038,69.553,74.290,94.421,75.737,81.132,84.421,70.079,99.816,91.658,100.868,2,0,0
02617,60.978,66.001,83.368,64.533,71.692,78.884,61.614,86.386,83.964,85.269,1,1,2
08578,64.674,66.682,85.827,70.159,69.649,82.242,66.480,91.441,83.794,94.016,1,0,3
02602,50.316,55.630,68.810,53.717,59.518,59.675,53.080,70.935,66.471,70.298,0,2,1
11176,120.323,125.388,166.857,125.221,141.599,156.606,123.992,176.799,161.253,177.321,2,0,2
11163,89.707,93.777,120.904,94.048,98.117,117.378,89.301,131.077,116.428,133.383,0,0,2
06524,292.979,315.853,397.950,313.514,343.706,381.097,310.138,434.679,381.345,444.736,0,0,2
06531,122.319,133.159,159.557,125.345,158.861,152.869,133.271,176.272,168.678,167.064,1,0,2
04265,100.323,104.947,133.296,106.757,110.175,136.312,102.138,145.439,129.821,146.224,0,0,3
04270,144.258,158.584,215.326,159.989,177.124,193.416,146.225,232.180,202.685,234.427,1,2,2
00156,208.219,230.433,287.464,238.895,249.663,268.230,218.497,336.529,262.925,337.524,0,0,3
00143,542.391,586.976,838.917,574.945,692.423,756.116,591.222,943.657,818.394,925.964,0,0,2
07788,91.826,88.015,121.352,93.921,107.057,98.171,87.739,123.864,113.625,129.273,0,0,1
05979,571.405,906.838,641.216,530.541,673.568,733.162,874.486,891.514,901.730,670.162,2,0,0
06779,256.533,281.561,339.677,277.248,340.919,327.050,287.134,385.264,344.483,377.013,1,0,2
04988,648.936,621.777,907.594,660.576,851.982,813.184,608.845,886.901,818.357,925.700,1,0,2
10822,52.374,57.211,71.143,57.695,58.896,67.077,54.369,78.461,67.343,78.596,1,2,1
08725,217.588,248.529,295.614,243.148,256.458,310.728,233.059,330.591,296.286,330.591,0,2,4
05294,79.619,84.087,105.394,86.029,94.009,99.404,82.779,116.115,97.780,117.231,1,0,2
05281,228.277,233.831,312.656,237.613,259.553,293.162,234.551,319.548,288.918,325.673,0,0,1
08730,365.661,532.421,377.716,368.675,388.767,506.302,484.201,551.508,497.261,450.046,2,0,0
10837,127.751,140.253,172.722,133.481,148.413,158.831,136.954,191.647,171.159,187.133,1,0,2
09188,349.847,402.083,489.972,391.134,423.098,445.314,382.269,583.412,498.752,565.999,1,0,3
04439,376.845,438.020,527.499,405.720,461.406,485.584,436.583,592.507,524.329,571.084,2,0,0
10593,213.211,239.090,304.652,216.662,270.146,282.223,245.992,336.570,316.729,314.141,0,0,1
10586,957.042,725.142,941.728,1031.430,720.766,856.406,679.199,747.019,677.011,941.728,1,0,2
11562,48.204,50.250,62.672,49.958,57.265,56.827,51.785,67.349,60.992,67.568,1,0,2
11577,85.149,91.683,114.680,91.683,92.205,112.589,90.899,128.008,113.896,127.485,0,0,3
06130,193.521,209.106,273.522,208.774,234.361,258.075,199.224,295.158,263.684,296.368,0,0,2
06125,47.619,53.171,64.467,48.002,53.554,61.882,53.745,73.561,68.679,69.636,1,0,2
08179,291.668,317.835,422.503,317.835,346.124,347.538,316.420,434.526,411.895,433.819,0,2,0
02203,110.446,115.639,150.876,116.038,125.540,144.308,113.834,156.408,148.983,157.270,1,0,2
02216,84.409,91.474,116.700,92.372,105.472,111.601,79.724,120.277,112.304,121.943,1,0,2
07389,91.705,97.744,122.020,97.260,107.164,116.223,96.294,128.180,115.740,129.388,1,0,2
00542,188.951,228.622,265.042,172.692,258.538,240.329,244.881,299.510,311.867,250.734,1,0,3
00557,134.318,148.237,184.636,145.461,157.270,176.176,143.920,197.587,184.364,194.417,0,1,1
04671,40.653,42.795,55.261,43.147,41.690,52.586,40.793,61.000,52.310,61.759,1,0,2
04664,142.186,162.173,183.010,147.714,162.598,170.253,155.794,201.296,190.240,192.366,0,0,3
06895,270.203,271.665,391.557,298.536,323.844,341.332,251.086,404.161,343.962,426.776,0,2,1
06880,73.100,80.472,98.439,73.561,93.523,93.218,78.629,103.967,103.276,94.293,0,2,1
05680,484.353,596.536,685.324,527.879,631.240,643.360,567.947,782.067,734.933,726.853,2,0,0
08331,273.456,289.538,363.328,290.484,305.222,339.480,265.888,393.601,364.274,392.655,0,0,1
08324,66.827,69.532,93.202,70.884,76.069,80.127,67.052,90.948,88.468,92.075,1,0,1
05695,285.494,309.179,397.667,304.733,346.679,367.827,295.982,425.611,386.333,418.067,1,0,1
07864,168.450,173.535,228.786,179.297,198.279,204.381,163.366,234.210,220.651,237.261,0,0,3
07871,402.361,448.231,580.107,434.852,501.746,496.012,436.061,622.249,570.017,609.527,2,0,0
06378,552.802,566.096,796.425,575.198,681.846,727.741,558.767,824.596,781.100,831.800,0,0,2
09838,85.191,88.951,116.058,93.983,105.689,110.372,84.952,124.420,106.358,128.099,1,0,2
07605,208.734,227.760,287.147,222.019,251.860,260.590,216.988,305.232,277.827,301.499,2,2,0
07610,42.843,43.542,56.417,46.201,49.560,53.198,39.237,56.780,50.819,59.776,1,2,2
10257,148.837,196.462,211.841,191.501,165.208,233.669,156.526,266.163,205.640,264.923,0,0,2
10242,160.941,167.525,226.706,167.841,196.682,203.521,168.277,242.973,216.857,241.414,1,2,2
03536,51.697,53.249,79.373,64.629,59.456,70.320,44.454,82.477,64.371,89.460,2,1,0
03523,124.127,134.388,179.827,130.967,154.420,142.694,142.653,185.090,171.793,183.647,2,0,0
09659,41.029,42.762,55.758,42.588,45.014,51.599,41.477,60.123,54.623,60.105,1,0,2
05319,76.556,80.333,111.000,87.889,81.000,110.556,73.000,116.778,105.444,121.667,0,0,2
04810,396.119,435.280,598.951,421.724,511.091,538.202,441.305,605.477,568.827,592.424,1,0,1
04805,168.826,174.021,216.320,182.897,168.027,197.596,153.908,232.817,198.105,241.971,1,0,2
09404,180.717,196.446,254.409,199.067,201.980,230.234,185.086,275.964,237.807,282.372,1,0,3
09411,62.635,64.846,84.747,66.090,75.349,83.641,61.392,91.242,79.081,90.966,0,0,2
00286,270.878,287.687,342.783,283.952,313.835,326.908,281.150,375.468,339.048,371.732,1,0,2
07458,44.373,45.031,60.931,48.606,54.063,55.663,41.832,66.294,53.216,68.552,1,2,2
00293,42.044,43.667,56.331,42.749,49.926,48.228,44.580,56.390,55.184,56.034,2,0,0
01277,165.180,169.447,216.164,176.841,193.427,200.890,159.951,227.802,198.225,231.273,1,0,1
01262,36.798,38.315,49.438,38.011,45.494,45.596,36.090,50.247,47.214,50.146,1,2,2
05144,654.246,647.377,741.679,668.610,714.825,719.821,633.013,773.530,679.852,786.644,1,0,2
05151,502.303,545.072,726.663,527.544,594.151,677.584,539.463,796.074,716.491,780.240,0,0,2
03122,392.926,437.463,570.376,440.442,467.748,506.941,403.615,588.889,555.041,588.889,1,1,1
09258,439.270,473.779,581.238,472.242,452.087,565.476,411.169,676.399,561.039,681.822,0,2,2
03137,139.007,173.509,191.450,181.100,132.107,216.292,154.188,255.624,198.351,257.004,1,0,3
06918,138.097,151.258,194.032,147.968,172.645,180.871,157.290,218.161,194.032,212.677,1,2,2
07211,65.328,69.532,89.782,66.725,71.758,82.879,68.799,98.164,91.974,95.141,1,0,3
07204,92.941,109.797,128.378,96.766,111.992,117.826,108.284,145.497,136.578,136.543,1,1,2
10643,507.911,542.207,695.563,535.175,589.195,678.737,543.710,762.212,685.430,758.624,1,0,2
08944,130.456,139.621,169.408,131.029,160.554,161.413,134.266,187.569,164.967,181.611,1,0,1
08951,205.795,203.701,298.350,209.564,244.744,258.145,219.615,304.214,271.128,309.658,1,0,2
10656,114.884,120.021,169.685,118.737,141.916,156.753,122.915,173.486,166.051,175.291,0,0,1
05718,390.371,284.198,453.310,304.940,419.564,315.736,381.159,335.369,439.625,356.798,2,0,1
02876,147.237,155.966,202.304,161.353,177.529,189.758,141.284,206.619,197.024,214.559,1,0,3
02863,113.598,127.673,167.076,133.098,139.041,153.116,116.291,188.627,156.696,189.096,2,1,0
00692,109.166,116.249,141.322,117.029,139.147,131.895,120.415,159.066,142.773,157.095,1,2,1
07059,227.658,269.776,330.068,258.899,272.752,335.767,268.310,390.542,353.145,389.618,1,0,2
00687,207.053,235.065,325.551,237.120,259.912,305.495,213.417,329.198,300.400,332.586,2,0,1
09010,554.147,598.680,790.975,611.937,659.278,700.419,571.447,812.654,729.904,832.021,2,0,0
09005,169.226,179.306,233.432,178.243,194.163,218.043,172.070,247.173,229.432,244.997,1,2,2
12102,282.961,275.853,369.254,298.147,331.575,347.717,269.602,385.021,342.547,400.305,1,2,3
12117,191.392,214.343,274.143,212.726,251.193,257.657,204.968,308.084,268.648,304.851,0,1,1
05550,312.512,333.637,443.144,348.698,366.056,389.507,302.738,448.135,416.867,460.642,0,1,0
05545,208.484,231.714,294.012,257.056,231.714,282.925,202.677,313.547,271.311,333.609,0,1,0
03887,49.545,44.091,65.909,46.955,58.273,52.955,45.591,60.318,59.909,62.227,1,2,2
03892,188.002,198.645,254.707,201.745,231.407,247.454,167.820,272.664,244.774,269.565,1,0,2
01663,100.628,112.136,133.179,102.929,106.546,112.793,111.149,153.565,139.427,143.701,1,0,2
01676,337.135,370.806,449.446,360.326,377.990,427.509,364.513,513.288,438.158,510.944,1,0,2
04317,117.302,124.535,163.302,126.704,138.855,151.296,119.906,180.226,156.648,180.950,0,0,2
04302,59.057,64.045,81.110,63.629,66.891,73.028,59.482,85.783,78.152,85.404,1,0,3
00024,171.251,212.237,235.358,195.422,192.270,243.765,187.540,277.395,255.325,261.631,1,0,2
00031,366.926,313.906,459.928,326.943,454.713,366.057,386.165,423.369,454.007,430.481,1,0,2
11259,412.987,436.529,587.475,433.759,498.154,590.245,433.067,617.942,573.627,617.942,1,0,2
10950,76.696,84.029,106.591,85.608,87.413,99.597,77.711,117.308,98.130,119.338,0,1,1
08657,197.329,165.115,267.415,187.752,239.990,214.741,180.351,243.472,240.860,259.579,0,0,2
02538,56.545,59.492,77.403,59.265,70.637,69.958,54.233,77.067,71.961,78.763,1,1,2
08642,138.030,142.317,187.809,143.147,153.241,174.397,142.040,195.829,185.044,195.967,0,0,2
10945,37.728,35.523,49.442,34.076,38.899,45.170,40.002,51.234,49.097,51.440,1,0,2
00279,65.497,67.725,100.407,61.040,80.228,90.379,76.514,102.387,105.155,99.203,0,0,2
01970,189.957,215.656,259.631,200.419,232.441,242.668,207.218,278.952,271.786,265.450,0,2,2
01965,59.352,61.051,78.189,60.768,74.223,74.506,54.400,81.170,73.232,81.730,1,0,2
03794,92.246,108.571,151.134,109.154,99.243,136.266,95.453,174.747,135.391,179.120,0,1,0
03781,176.973,189.310,228.784,183.227,225.595,215.117,191.883,253.840,226.962,249.740,1,0,3
00981,271.599,341.664,364.617,243.814,289.719,321.128,329.584,418.978,402.066,356.161,1,0,2
00994,38.047,39.236,48.745,39.731,42.208,43.792,37.849,48.844,47.755,49.439,0,0,2
02765,353.062,355.334,501.142,365.083,410.982,422.339,351.466,495.359,487.665,503.661,1,0,1
02770,74.388,78.336,95.754,79.497,93.432,90.877,70.904,104.811,93.200,106.437,1,0,2
11004,64.670,74.920,79.107,81.850,63.803,87.192,61.060,98.742,72.899,102.207,0,2,1
11011,195.650,197.940,271.955,200.127,230.763,251.755,204.428,280.762,260.915,279.235,1,0,2
06456,131.595,136.169,188.574,134.506,154.885,145.319,138.665,194.812,183.999,194.396,2,0,0
06443,144.899,137.808,189.946,161.583,144.065,173.679,119.873,184.940,165.337,209.132,1,0,2
01288,148.658,149.626,205.630,155.801,175.008,192.086,141.044,206.968,199.846,211.966,1,2,2
00430,352.773,362.933,500.086,373.092,448.653,460.083,347.058,506.436,474.687,508.975,1,0,2
00425,183.205,156.897,222.179,191.487,190.026,207.077,146.667,210.000,175.897,237.282,1,1,2
04703,222.988,240.073,310.672,242.632,265.562,278.956,226.477,323.646,307.996,326.494,0,0,2
04716,61.903,65.107,85.611,66.489,76.648,81.245,56.551,88.481,84.802,86.582,0,1,1
02139,447.648,531.022,654.056,501.593,563.351,590.575,505.499,716.487,668.183,695.437,1,0,0
08243,546.142,510.438,815.287,507.727,667.689,668.552,583.587,818.781,780.791,816.086,0,0,0
08256,199.226,223.855,268.905,197.028,240.161,256.116,219.952,294.322,295.274,270.753,1,0,3
07916,75.814,70.510,101.115,79.351,81.664,87.105,68.197,99.075,87.921,104.652,1,0,2
07903,157.141,162.443,202.129,168.775,154.490,191.074,150.970,223.407,190.136,229.998,1,0,3
11658,71.071,76.540,98.296,76.614,84.208,92.167,73.376,106.662,94.711,107.017,1,0,2
03380,55.600,61.000,74.200,57.600,68.600,69.600,60.400,80.400,76.000,76.600,1,0,2
